Date,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_Volume
1974-05-30,421.33,421.33,421.33,421.33,nan
1974-05-31,401.16,401.16,401.16,401.16,nan
1974-06-03,409.51,409.51,409.51,409.51,nan
1974-06-04,404.55,404.55,404.55,404.55,nan
1974-06-05,405.68,405.68,405.68,405.68,nan
1974-06-06,405.99,405.99,405.99,405.99,nan
1974-06-07,411.06,411.06,411.06,411.06,nan
1974-06-10,432.49,432.49,432.49,432.49,nan
1974-06-11,433.84,433.84,433.84,433.84,nan
1974-06-12,450.28,450.28,450.28,450.28,nan
1974-06-13,449.3,449.3,449.3,449.3,nan
1974-06-14,466.45,466.45,466.45,466.45,nan
1974-06-17,470.03,470.03,470.03,470.03,nan
1974-06-18,446.46,446.46,446.46,446.46,nan
1974-06-19,443.87,443.87,443.87,443.87,nan
1974-06-20,434.42,434.42,434.42,434.42,nan
1974-06-21,425.21,425.21,425.21,425.21,nan
1974-06-25,409.13,409.13,409.13,409.13,nan
1974-06-26,417.18,417.18,417.18,417.18,nan
1974-06-27,399.77,399.77,399.77,399.77,nan
1974-06-28,399.36,399.36,399.36,399.36,nan
1974-07-02,392.71,392.71,392.71,392.71,nan
1974-07-03,369.83,369.83,369.83,369.83,nan
1974-07-04,357.37,357.37,357.37,357.37,nan
1974-07-05,376.25,376.25,376.25,376.25,nan
1974-07-08,360.86,360.86,360.86,360.86,nan
1974-07-09,354.76,354.76,354.76,354.76,nan
1974-07-10,347.49,347.49,347.49,347.49,nan
1974-07-11,354.75,354.75,354.75,354.75,nan
1974-07-12,342.1,342.1,342.1,342.1,nan
1974-07-15,323.67,323.67,323.67,323.67,nan
1974-07-16,331.86,331.86,331.86,331.86,nan
1974-07-17,332.66,332.66,332.66,332.66,nan
1974-07-18,328.55,328.55,328.55,328.55,nan
1974-07-19,358,358,358,358,nan
1974-07-22,351.22,351.22,351.22,351.22,nan
1974-07-23,355.21,355.21,355.21,355.21,nan
1974-07-24,365.53,365.53,365.53,365.53,nan
1974-07-25,371.87,371.87,371.87,371.87,nan
1974-07-26,355.7,355.7,355.7,355.7,nan
1974-07-29,348.91,348.91,348.91,348.91,nan
1974-07-30,335.77,335.77,335.77,335.77,nan
1974-07-31,338.15,338.15,338.15,338.15,nan
1974-08-01,341.99,341.99,341.99,341.99,nan
1974-08-02,340.1,340.1,340.1,340.1,nan
1974-08-06,327.67,327.67,327.67,327.67,nan
1974-08-07,331.78,331.78,331.78,331.78,nan
1974-08-08,334.32,334.32,334.32,334.32,nan
1974-08-09,332.01,332.01,332.01,332.01,nan
1974-08-12,327.71,327.71,327.71,327.71,nan
1974-08-13,324.68,324.68,324.68,324.68,nan
1974-08-14,316.87,316.87,316.87,316.87,nan
1974-08-15,315.6,315.6,315.6,315.6,nan
1974-08-16,309.73,309.73,309.73,309.73,nan
1974-08-19,306.62,306.62,306.62,306.62,nan
1974-08-20,297.46,297.46,297.46,297.46,nan
1974-08-21,298.04,298.04,298.04,298.04,nan
1974-08-22,282.67,282.67,282.67,282.67,nan
1974-08-23,284.15,284.15,284.15,284.15,nan
1974-08-27,278.71,278.71,278.71,278.71,nan
1974-08-28,262.64,262.64,262.64,262.64,nan
1974-08-29,258.33,258.33,258.33,258.33,nan
1974-08-30,259.66,259.66,259.66,259.66,nan
1974-09-02,244.53,244.53,244.53,244.53,nan
1974-09-03,235.18,235.18,235.18,235.18,nan
1974-09-04,244.89,244.89,244.89,244.89,nan
1974-09-05,251.51,251.51,251.51,251.51,nan
1974-09-06,238.91,238.91,238.91,238.91,nan
1974-09-09,242.72,242.72,242.72,242.72,nan
1974-09-10,236.2,236.2,236.2,236.2,nan
1974-09-11,234.31,234.31,234.31,234.31,nan
1974-09-12,228.01,228.01,228.01,228.01,nan
1974-09-13,220.74,220.74,220.74,220.74,nan
1974-09-16,207.12,207.12,207.12,207.12,nan
1974-09-17,207.81,207.81,207.81,207.81,nan
1974-09-18,227.47,227.47,227.47,227.47,nan
1974-09-19,217.81,217.81,217.81,217.81,nan
1974-09-20,234.55,234.55,234.55,234.55,nan
1974-09-23,238.2,238.2,238.2,238.2,nan
1974-09-24,229.93,229.93,229.93,229.93,nan
1974-09-25,220.57,220.57,220.57,220.57,nan
1974-09-26,221.7,221.7,221.7,221.7,nan
1974-09-27,220.51,220.51,220.51,220.51,nan
1974-09-30,212.59,212.59,212.59,212.59,nan
1974-10-02,216.29,216.29,216.29,216.29,nan
1974-10-03,211.07,211.07,211.07,211.07,nan
1974-10-04,205.61,205.61,205.61,205.61,nan
1974-10-07,208.14,208.14,208.14,208.14,nan
1974-10-08,212.6,212.6,212.6,212.6,nan
1974-10-09,206.31,206.31,206.31,206.31,nan
1974-10-10,210.86,210.86,210.86,210.86,nan
1974-10-11,212.72,212.72,212.72,212.72,nan
1974-10-14,215.95,215.95,215.95,215.95,nan
1974-10-15,225.7,225.7,225.7,225.7,nan
1974-10-16,234.17,234.17,234.17,234.17,nan
1974-10-17,222.72,222.72,222.72,222.72,nan
1974-10-18,224.86,224.86,224.86,224.86,nan
1974-10-21,223.46,223.46,223.46,223.46,nan
1974-10-22,229.4,229.4,229.4,229.4,nan
1974-10-24,220.89,220.89,220.89,220.89,nan
1974-10-25,220.18,220.18,220.18,220.18,nan
1974-10-28,225.64,225.64,225.64,225.64,nan
1974-10-29,224.99,224.99,224.99,224.99,nan
1974-10-30,227.5,227.5,227.5,227.5,nan
1974-10-31,224.42,224.42,224.42,224.42,nan
1974-11-01,223.82,223.82,223.82,223.82,nan
1974-11-04,215.21,215.21,215.21,215.21,nan
1974-11-05,209.71,209.71,209.71,209.71,nan
1974-11-06,208.13,208.13,208.13,208.13,nan
1974-11-07,204.31,204.31,204.31,204.31,nan
1974-11-08,203.92,203.92,203.92,203.92,nan
1974-11-11,194.58,194.58,194.58,194.58,nan
1974-11-12,187.84,187.84,187.84,187.84,nan
1974-11-13,188.52,188.52,188.52,188.52,nan
1974-11-14,179.58,179.58,179.58,179.58,nan
1974-11-15,180.99,180.99,180.99,180.99,nan
1974-11-18,177.5,177.5,177.5,177.5,nan
1974-11-19,168.85,168.85,168.85,168.85,nan
1974-11-20,166.86,166.86,166.86,166.86,nan
1974-11-21,169.63,169.63,169.63,169.63,nan
1974-11-22,163.76,163.76,163.76,163.76,nan
1974-11-25,164.29,164.29,164.29,164.29,nan
1974-11-26,163.35,163.35,163.35,163.35,nan
1974-11-27,185.17,185.17,185.17,185.17,nan
1974-11-28,180.75,180.75,180.75,180.75,nan
1974-11-29,174.85,174.85,174.85,174.85,nan
1974-12-02,165.92,165.92,165.92,165.92,nan
1974-12-03,165.74,165.74,165.74,165.74,nan
1974-12-04,167.94,167.94,167.94,167.94,nan
1974-12-05,166.24,166.24,166.24,166.24,nan
1974-12-06,159.37,159.37,159.37,159.37,nan
1974-12-09,155.38,155.38,155.38,155.38,nan
1974-12-10,150.11,150.11,150.11,150.11,nan
1974-12-11,156.71,156.71,156.71,156.71,nan
1974-12-12,153.49,153.49,153.49,153.49,nan
1974-12-13,157.21,157.21,157.21,157.21,nan
1974-12-16,160.46,160.46,160.46,160.46,nan
1974-12-17,166.49,166.49,166.49,166.49,nan
1974-12-18,163.3,163.3,163.3,163.3,nan
1974-12-19,159.86,159.86,159.86,159.86,nan
1974-12-20,162.71,162.71,162.71,162.71,nan
1974-12-23,162.84,162.84,162.84,162.84,nan
1974-12-24,165.02,165.02,165.02,165.02,nan
1974-12-27,165.75,165.75,165.75,165.75,nan
1974-12-30,172.9,172.9,172.9,172.9,nan
1974-12-31,171.11,171.11,171.11,171.11,nan
1975-01-02,167.11,167.11,167.11,167.11,nan
1975-01-03,168.93,168.93,168.93,168.93,nan
1975-01-06,166.91,166.91,166.91,166.91,nan
1975-01-07,161.75,161.75,161.75,161.75,nan
1975-01-08,160.43,160.43,160.43,160.43,nan
1975-01-09,160.42,160.42,160.42,160.42,nan
1975-01-10,163.75,163.75,163.75,163.75,nan
1975-01-13,169.03,169.03,169.03,169.03,nan
1975-01-14,166.69,166.69,166.69,166.69,nan
1975-01-15,167.78,167.78,167.78,167.78,nan
1975-01-16,170.72,170.72,170.72,170.72,nan
1975-01-17,171.55,171.55,171.55,171.55,nan
1975-01-20,172.44,172.44,172.44,172.44,nan
1975-01-21,176.88,176.88,176.88,176.88,nan
1975-01-22,179.71,179.71,179.71,179.71,nan
1975-01-23,180.18,180.18,180.18,180.18,nan
1975-01-24,186.57,186.57,186.57,186.57,nan
1975-01-27,209.62,209.62,209.62,209.62,nan
1975-01-28,219.53,219.53,219.53,219.53,nan
1975-01-29,212.19,212.19,212.19,212.19,nan
1975-01-30,215.5,215.5,215.5,215.5,nan
1975-01-31,220.23,220.23,220.23,220.23,nan
1975-02-03,205.82,205.82,205.82,205.82,nan
1975-02-04,209.15,209.15,209.15,209.15,nan
1975-02-05,216.72,216.72,216.72,216.72,nan
1975-02-06,223.31,223.31,223.31,223.31,nan
1975-02-07,227.87,227.87,227.87,227.87,nan
1975-02-10,241.31,241.31,241.31,241.31,nan
1975-02-14,261.81,261.81,261.81,261.81,nan
1975-02-17,263.65,263.65,263.65,263.65,nan
1975-02-18,246.84,246.84,246.84,246.84,nan
1975-02-19,234.51,234.51,234.51,234.51,nan
1975-02-20,248.02,248.02,248.02,248.02,nan
1975-02-21,242.67,242.67,242.67,242.67,nan
1975-02-24,233.95,233.95,233.95,233.95,nan
1975-02-25,245.41,245.41,245.41,245.41,nan
1975-02-26,245.55,245.55,245.55,245.55,nan
1975-02-27,257.41,257.41,257.41,257.41,nan
1975-02-28,252.67,252.67,252.67,252.67,nan
1975-03-03,266.06,266.06,266.06,266.06,nan
1975-03-04,268.09,268.09,268.09,268.09,nan
1975-03-05,282.6,282.6,282.6,282.6,nan
1975-03-06,296.25,296.25,296.25,296.25,nan
1975-03-07,311.16,311.16,311.16,311.16,nan
1975-03-10,309.44,309.44,309.44,309.44,nan
1975-03-11,324.78,324.78,324.78,324.78,nan
1975-03-12,315.93,315.93,315.93,315.93,nan
1975-03-13,294.26,294.26,294.26,294.26,nan
1975-03-14,292.21,292.21,292.21,292.21,nan
1975-03-17,294.86,294.86,294.86,294.86,nan
1975-03-18,294.73,294.73,294.73,294.73,nan
1975-03-19,300.27,300.27,300.27,300.27,nan
1975-03-20,298.92,298.92,298.92,298.92,nan
1975-03-21,286.72,286.72,286.72,286.72,nan
1975-03-24,269.29,269.29,269.29,269.29,nan
1975-03-25,250.29,250.29,250.29,250.29,nan
1975-03-26,252.4,252.4,252.4,252.4,nan
1975-03-27,279.38,279.38,279.38,279.38,nan
1975-04-01,283.89,283.89,283.89,283.89,nan
1975-04-02,281.34,281.34,281.34,281.34,nan
1975-04-03,283.34,283.34,283.34,283.34,nan
1975-04-04,286.91,286.91,286.91,286.91,nan
1975-04-07,286.99,286.99,286.99,286.99,nan
1975-04-08,278.15,278.15,278.15,278.15,nan
1975-04-09,276.7,276.7,276.7,276.7,nan
1975-04-10,274.3,274.3,274.3,274.3,nan
1975-04-11,282.2,282.2,282.2,282.2,nan
1975-04-14,286.73,286.73,286.73,286.73,nan
1975-04-15,300.32,300.32,300.32,300.32,nan
1975-04-16,296.33,296.33,296.33,296.33,nan
1975-04-17,300.94,300.94,300.94,300.94,nan
1975-04-18,306.61,306.61,306.61,306.61,nan
1975-04-22,308.8,308.8,308.8,308.8,nan
1975-04-23,321.01,321.01,321.01,321.01,nan
1975-04-24,314.5,314.5,314.5,314.5,nan
1975-04-25,324.4,324.4,324.4,324.4,nan
1975-04-28,333.64,333.64,333.64,333.64,nan
1975-04-29,326.85,326.85,326.85,326.85,nan
1975-04-30,322.61,322.61,322.61,322.61,nan
1975-05-01,320.37,320.37,320.37,320.37,nan
1975-05-02,320.52,320.52,320.52,320.52,nan
1975-05-05,314.2,314.2,314.2,314.2,nan
1975-05-06,306.91,306.91,306.91,306.91,nan
1975-05-07,313.04,313.04,313.04,313.04,nan
1975-05-08,309.92,309.92,309.92,309.92,nan
1975-05-09,309.35,309.35,309.35,309.35,nan
1975-05-12,310.24,310.24,310.24,310.24,nan
1975-05-13,316.1,316.1,316.1,316.1,nan
1975-05-14,313.82,313.82,313.82,313.82,nan
1975-05-15,322.91,322.91,322.91,322.91,nan
1975-05-16,326.54,326.54,326.54,326.54,nan
1975-05-19,325.93,325.93,325.93,325.93,nan
1975-05-20,329.25,329.25,329.25,329.25,nan
1975-05-21,336.46,336.46,336.46,336.46,nan
1975-05-22,326.89,326.89,326.89,326.89,nan
1975-05-23,323.64,323.64,323.64,323.64,nan
1975-05-26,324.92,324.92,324.92,324.92,nan
1975-05-27,329.48,329.48,329.48,329.48,nan
1975-05-28,322.58,322.58,322.58,322.58,nan
1975-05-29,324.62,324.62,324.62,324.62,nan
1975-05-30,320.94,320.94,320.94,320.94,nan
1975-06-02,323.41,323.41,323.41,323.41,nan
1975-06-03,328.19,328.19,328.19,328.19,nan
1975-06-04,330.5,330.5,330.5,330.5,nan
1975-06-05,332.55,332.52,332.52,332.52,nan
1975-06-06,336.84,336.84,336.84,336.84,nan
1975-06-09,341.57,341.57,341.57,341.57,nan
1975-06-10,340.46,340.46,340.46,340.46,nan
1975-06-11,334.83,334.83,334.83,334.83,nan
1975-06-12,335.41,335.41,335.41,335.41,nan
1975-06-13,333.97,333.97,333.97,333.97,nan
1975-06-16,330.93,330.93,330.93,330.93,nan
1975-06-17,329.01,329.01,329.01,329.01,nan
1975-06-18,319.69,319.69,319.69,319.69,nan
1975-06-19,323.86,323.86,323.86,323.86,nan
1975-06-20,323.09,323.09,323.09,323.09,nan
1975-06-23,329.59,329.59,329.59,329.59,nan
1975-06-24,326.69,326.69,326.69,326.69,nan
1975-06-25,324.85,324.85,324.85,324.85,nan
1975-06-26,326.72,326.72,326.72,326.72,nan
1975-06-27,325.09,325.09,325.09,325.09,nan
1975-06-30,321.2,321.2,321.2,321.2,nan
1975-07-02,324.78,324.78,324.78,324.78,nan
1975-07-03,321.34,321.34,321.34,321.34,nan
1975-07-04,320.53,320.53,320.53,320.53,nan
1975-07-07,327.18,327.18,327.18,327.18,nan
1975-07-08,325.44,325.44,325.44,325.44,nan
1975-07-09,320.94,320.94,320.94,320.94,nan
1975-07-10,320.31,320.31,320.31,320.31,nan
1975-07-11,324.9,324.9,324.9,324.9,nan
1975-07-14,319.77,319.77,319.77,319.77,nan
1975-07-15,322.58,322.58,322.58,322.58,nan
1975-07-16,323.13,323.13,323.13,323.13,nan
1975-07-17,328.79,328.79,328.79,328.79,nan
1975-07-18,326.62,326.62,326.62,326.62,nan
1975-07-21,325.06,325.06,325.06,325.06,nan
1975-07-22,324.19,324.19,324.19,324.19,nan
1975-07-23,323.42,323.42,323.42,323.42,nan
1975-07-24,319.1,319.1,319.1,319.1,nan
1975-07-25,319.64,319.64,319.64,319.64,nan
1975-07-28,nan,316.99,316.99,316.99,nan
1975-07-29,313.91,313.91,313.91,313.91,nan
1975-07-30,305.13,305.13,305.13,305.13,nan
1975-07-31,306.77,306.77,306.77,306.77,nan
1975-08-01,305.55,305.55,305.55,305.55,nan
1975-08-05,294.88,294.88,294.88,294.88,nan
1975-08-06,300.15,300.15,300.15,300.15,nan
1975-08-07,305.47,305.47,305.47,305.47,nan
1975-08-08,301.57,301.57,301.57,301.57,nan
1975-08-11,299.85,299.85,299.85,299.85,nan
1975-08-12,305.87,305.87,305.87,305.87,nan
1975-08-13,302.21,302.21,302.21,302.21,nan
1975-08-14,299.95,299.95,299.95,299.95,nan
1975-08-15,296.69,296.69,296.69,296.69,nan
1975-08-18,297.84,297.84,297.84,297.84,nan
1975-08-19,302.74,302.74,302.74,302.74,nan
1975-08-20,298.21,298.21,298.21,298.21,nan
1975-08-21,295.04,295.04,295.04,295.04,nan
1975-08-22,294.52,294.52,294.52,294.52,nan
1975-08-26,297.82,297.82,297.82,297.82,nan
1975-08-27,294.46,294.46,294.46,294.46,nan
1975-08-28,296.43,296.43,296.43,296.43,nan
1975-08-29,300.14,300.14,300.14,300.14,nan
1975-09-01,309.47,309.47,309.47,309.47,nan
1975-09-02,311.11,311.11,311.11,311.11,nan
1975-09-03,309.51,309.51,309.51,309.51,nan
1975-09-04,310.02,310.02,310.02,310.02,nan
1975-09-05,314.19,314.19,314.19,314.19,nan
1975-09-08,313.72,313.72,313.72,313.72,nan
1975-09-09,310.48,310.48,310.48,310.48,nan
1975-09-10,306.12,306.12,306.12,306.12,nan
1975-09-11,303.17,303.17,303.17,303.17,nan
1975-09-12,301.84,301.84,301.84,301.84,nan
1975-09-15,298.63,298.63,298.63,298.63,nan
1975-09-16,302.54,302.54,302.54,302.54,nan
1975-09-17,300.98,300.98,300.98,300.98,nan
1975-09-18,302.99,302.99,302.99,302.99,nan
1975-09-19,310.49,310.49,310.49,310.49,nan
1975-09-23,309.19,309.19,309.19,309.19,nan
1975-09-24,309.69,309.69,309.69,309.69,nan
1975-09-25,315.02,315.02,315.02,315.02,nan
1975-09-26,311.64,311.64,311.64,311.64,nan
1975-09-29,304.58,304.58,304.58,304.58,nan
1975-09-30,306.4,306.4,306.4,306.4,nan
1975-10-01,303.51,303.51,303.51,303.51,nan
1975-10-02,304.12,304.12,304.12,304.12,nan
1975-10-03,303.72,303.72,303.72,303.72,nan
1975-10-06,306.97,306.97,306.97,306.97,nan
1975-10-07,306.3,306.3,306.3,306.3,nan
1975-10-08,307.92,307.92,307.92,307.92,nan
1975-10-09,308.86,308.86,308.86,308.86,nan
1975-10-10,311.39,311.39,311.39,311.39,nan
1975-10-15,314.66,314.66,314.66,314.66,nan
1975-10-16,313.43,313.43,313.43,313.43,nan
1975-10-17,316.27,316.27,316.27,316.27,nan
1975-10-20,314.46,314.46,314.46,314.46,nan
1975-10-21,316.24,316.24,316.24,316.24,nan
1975-10-22,319.17,319.17,319.17,319.17,nan
1975-10-23,318.69,318.69,318.69,318.69,nan
1975-10-24,319.88,319.88,319.88,319.88,nan
1975-10-27,317.67,317.67,317.67,317.67,nan
1975-10-28,317.82,317.82,317.82,317.82,nan
1975-10-29,313.56,313.56,313.56,313.56,nan
1975-10-30,308.38,308.38,308.38,308.38,nan
1975-10-31,312.27,312.27,312.27,312.27,nan
1975-11-03,309.96,309.96,309.96,309.96,nan
1975-11-04,309.39,309.39,309.39,309.39,nan
1975-11-05,311.6,311.6,311.6,311.6,nan
1975-11-06,312.68,312.68,312.68,312.68,nan
1975-11-07,309.33,309.33,309.33,309.33,nan
1975-11-10,308.05,308.05,308.05,308.05,nan
1975-11-11,305.43,305.43,305.43,305.43,nan
1975-11-12,306.49,306.49,306.49,306.49,nan
1975-11-13,311.1,311.1,311.1,311.1,nan
1975-11-14,309.93,309.93,309.93,309.93,nan
1975-11-17,310.79,310.79,310.79,310.79,nan
1975-11-18,316.97,316.97,316.97,316.97,nan
1975-11-19,315.7,315.7,315.7,315.7,nan
1975-11-20,312.64,312.64,312.64,312.64,nan
1975-11-21,311.14,311.14,311.14,311.14,nan
1975-11-24,311.16,311.16,311.16,311.16,nan
1975-11-25,312.99,312.99,312.99,312.99,nan
1975-11-26,313.3,313.3,313.3,313.3,nan
1975-11-27,313.66,313.66,313.66,313.66,nan
1975-11-28,313.52,313.52,313.52,313.52,nan
1975-12-01,317.22,317.22,317.22,317.22,nan
1975-12-02,316.67,316.67,316.67,316.67,nan
1975-12-03,318.54,318.54,318.54,318.54,nan
1975-12-04,316.49,316.49,316.49,316.49,nan
1975-12-05,314.79,314.79,314.79,314.79,nan
1975-12-08,318.22,318.22,318.22,318.22,nan
1975-12-09,317.97,317.97,317.97,317.97,nan
1975-12-10,320.59,320.59,320.59,320.59,nan
1975-12-11,325.73,325.73,325.73,325.73,nan
1975-12-12,328.72,328.72,328.72,328.72,nan
1975-12-15,335.4,335.4,335.4,335.4,nan
1975-12-16,332.56,332.56,332.56,332.56,nan
1975-12-17,335.53,335.53,335.53,335.53,nan
1975-12-18,334.25,334.25,334.25,334.25,nan
1975-12-19,332.14,332.14,332.14,332.14,nan
1975-12-22,332.6,332.6,332.6,332.6,nan
1975-12-23,338.14,338.14,338.14,338.14,nan
1975-12-24,341.55,341.55,341.55,341.55,nan
1975-12-29,350.9,350.9,350.9,350.9,nan
1975-12-30,352.94,352.94,352.94,352.94,nan
1975-12-31,350,350,350,350,nan
1976-01-02,354.53,354.53,354.53,354.53,nan
1976-01-05,361.2,361.2,361.2,361.2,nan
1976-01-06,360.34,360.34,360.34,360.34,nan
1976-01-07,363.47,363.47,363.47,363.47,nan
1976-01-08,371.79,371.79,371.79,371.79,nan
1976-01-09,363.65,363.65,363.65,363.65,nan
1976-01-12,372.77,372.77,372.77,372.77,nan
1976-01-13,373.55,373.55,373.55,373.55,nan
1976-01-14,374.22,374.22,374.22,374.22,nan
1976-01-15,373.91,373.91,373.91,373.91,nan
1976-01-16,383.4,383.4,383.4,383.4,nan
1976-01-19,390.22,390.22,390.22,390.22,nan
1976-01-20,389.24,389.24,389.24,389.24,nan
1976-01-21,387.5,387.5,387.5,387.5,nan
1976-01-22,383.75,383.75,383.75,383.75,nan
1976-01-23,386.85,386.85,386.85,386.85,nan
1976-01-26,397.36,397.36,397.36,397.36,nan
1976-01-27,394.84,394.84,394.84,394.84,nan
1976-01-28,405.55,405.55,405.55,405.55,nan
1976-01-29,411.49,411.49,411.49,411.49,nan
1976-01-30,423.5,423.5,423.5,423.5,nan
1976-02-04,434.48,434.48,434.48,434.48,nan
1976-02-05,431.02,431.02,431.02,431.02,nan
1976-02-06,412.07,412.07,412.07,412.07,nan
1976-02-09,410.76,410.76,410.76,410.76,nan
1976-02-10,405.24,405.24,405.24,405.24,nan
1976-02-11,399.82,399.82,399.82,399.82,nan
1976-02-12,404.53,404.53,404.53,404.53,nan
1976-02-13,409.33,409.33,409.33,409.33,nan
1976-02-16,418.36,418.36,418.36,418.36,nan
1976-02-17,411.89,411.89,411.89,411.89,nan
1976-02-18,416.12,416.12,416.12,416.12,nan
1976-02-19,413.51,413.51,413.51,413.51,nan
1976-02-20,422.54,422.54,422.54,422.54,nan
1976-02-23,426.28,426.28,426.28,426.28,nan
1976-02-24,433.27,433.27,433.27,433.27,nan
1976-02-25,440.81,440.81,440.81,440.81,nan
1976-02-26,446.99,446.99,446.99,446.99,nan
1976-02-27,448.14,448.14,448.14,448.14,nan
1976-03-01,450.65,450.65,450.65,450.65,nan
1976-03-02,448.75,448.75,448.75,448.75,nan
1976-03-03,447.75,447.75,447.75,447.75,nan
1976-03-04,438,438,438,438,nan
1976-03-05,435.15,435.15,435.15,435.15,nan
1976-03-08,428.02,428.02,428.02,428.02,nan
1976-03-09,439.93,439.93,439.93,439.93,nan
1976-03-10,441.71,441.71,441.71,441.71,nan
1976-03-11,451.83,451.83,451.83,451.83,nan
1976-03-12,446.74,446.74,446.74,446.74,nan
1976-03-15,451.86,451.86,451.86,451.86,nan
1976-03-16,455.62,455.62,455.62,455.62,nan
1976-03-17,465.33,465.33,465.33,465.33,nan
1976-03-18,458.69,458.69,458.69,458.69,nan
1976-03-19,464.67,464.67,464.67,464.67,nan
1976-03-22,456.12,456.12,456.12,456.12,nan
1976-03-23,448,448,448,448,nan
1976-03-24,454.39,454.39,454.39,454.39,nan
1976-03-25,445.78,445.78,445.78,445.78,nan
1976-03-26,442.01,442.01,442.01,442.01,nan
1976-03-29,455.4,455.4,455.4,455.4,nan
1976-03-30,451.89,451.89,451.89,451.89,nan
1976-03-31,455.78,455.78,455.78,455.78,nan
1976-04-01,449.53,449.53,449.53,449.53,nan
